policy_holder_id,national_id,first_name,last_name,date_of_birth,gender,email,phone_number,address_line1,address_line2,city,state,country,marital_status,occupation,monthly_income,annual_income,credit_rating,credit_score,years_with_company,has_driving_license,has_defensive_license,is_medical_license_valid,is_active
ZW-PH-1210257252,94-972950B62,Mandla,Zungu,1979-12-16,M,mandla.zungu895@yahoo.com,+263784248097,640 Troy Creek,,Norton,HARARE,Zimbabwe,SINGLE,EMPLOYED,948.61,11383.32,GOOD,650,18,True,False,True,True
ZW-PH-0005115854,88-701434B80,Thomas,Mhlanga,1984-09-17,M,thomas.mhlanga650@outlook.com,+263780405774,9180 Peck Curve,,Chiredzi,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,938.91,11266.92,GOOD,650,18,True,False,True,True
ZW-PH-8817210687,97-840508A03,Richard,Nkala,1990-09-06,M,richard.nkala915@outlook.com,+263772263467,658 Kathryn Trail Apt. 091,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,SELF_EMPLOYED,3733.84,44806.08,GOOD,730,2,True,True,True,True
ZW-PH-6731973214,74-088204G23,Mary,Nyathi,1995-01-18,F,mary.nyathi759@mail.com,+263710197171,3006 Fuller Parkway,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,823.48,9881.76,GOOD,650,0,True,False,True,True
ZW-PH-1199781811,51-926312S05,Rumbidzai,Wang,1985-10-31,F,rumbidzai.wang844@mail.com,+263776708863,618 Joshua Inlet Apt. 832,,Kariba,MASHONALAND_WEST,Zimbabwe,DIVORCED,SELF_EMPLOYED,2255.62,27067.44,GOOD,650,0,True,False,False,True
ZW-PH-3596048515,98-551080C14,Rutendo,Herrera,1968-11-24,F,rutendo.herrera132@outlook.com,+263738516634,146 Brian Corners Suite 179,,Hwange,MATABELELAND_NORTH,Zimbabwe,SINGLE,EMPLOYED,265.54,3186.48,GOOD,650,2,True,False,True,True
ZW-PH-0481894942,86-928331X90,Anesu,Nyoni,1951-07-02,M,anesu.nyoni331@mail.com,+263736790682,2102 Frank Key,,Binga,MATABELELAND_NORTH,Zimbabwe,SINGLE,RETIRED,212.93,2555.16,FAIR,590,5,True,False,True,True
ZW-PH-8207361858,51-912415J13,Rutendo,Mudzingwa,1986-08-27,F,rutendo.mudzingwa146@yahoo.com,+263734908539,52410 Roman Groves Apt. 491,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,421.96,5063.52,GOOD,650,7,True,False,True,True
ZW-PH-4187892763,53-992998O37,Peter,Khumalo,1997-06-09,M,peter.khumalo774@gmail.com,+263780253969,8507 Michael Glens Apt. 913,,Shurugwi,MIDLANDS,Zimbabwe,MARRIED,EMPLOYED,2139.45,25673.40,GOOD,650,4,True,False,True,True
ZW-PH-6417842507,83-316462D56,Tawanda,Chipanga,1950-10-19,M,tawanda.chipanga116@outlook.com,+263770993293,03075 Mora Fall,Apt. 863,Harare,HARARE,Zimbabwe,SINGLE,EMPLOYED,2371.98,28463.76,GOOD,650,7,True,False,True,True
ZW-PH-6579517369,76-623074S45,Richard,Hadebe,1963-09-30,M,richard.hadebe44@mail.com,+263781775835,65419 Wilson Spring Apt. 238,,Hwange,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,2189.88,26278.56,GOOD,650,1,True,False,True,True
ZW-PH-5867771403,51-632404I36,Thomas,Chikwava,1978-07-16,M,thomas.chikwava215@yahoo.com,+263789240492,1744 Miller Motorway,,Kwekwe,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,1116.99,13403.88,GOOD,650,13,True,False,True,True
ZW-PH-7539198825,78-879315Q75,Tatenda,Mavhima,1950-03-27,M,tatenda.mavhima150@outlook.com,+263773610584,3494 Steven Ramp,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,RETIRED,437.98,5255.76,FAIR,590,6,True,False,True,True
ZW-PH-3993391892,50-298445S11,Lindiwe,Nyathi,1998-05-24,F,lindiwe.nyathi442@outlook.com,+263736897798,83206 Jesse Key Apt. 506,,Kwekwe,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,716.28,8595.36,GOOD,650,2,True,False,True,True
ZW-PH-7992456358,89-450904U03,Michelle,Khumalo,1955-07-06,F,michelle.khumalo442@mail.com,+263770392280,38367 Teresa Divide Suite 103,Suite 571,Norton,HARARE,Zimbabwe,MARRIED,RETIRED,585.54,7026.48,FAIR,590,1,False,False,True,True
ZW-PH-0223604028,61-097304W93,Chiedza,Zungu,1962-11-07,F,chiedza.zungu512@outlook.com,+263733481314,261 Ryan Curve,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,MARRIED,SELF_EMPLOYED,494.41,5932.92,GOOD,650,1,True,False,True,True
ZW-PH-9916510116,90-612389T31,Thandi,Moyo,2008-04-25,F,thandi.moyo827@gmail.com,+263737811800,4565 Chavez Fort,,Rusape,MANICALAND,Zimbabwe,SINGLE,STUDENT,91.88,1102.56,FAIR,550,0,True,False,True,True
ZW-PH-3443434726,95-758069S55,Mary,Ndlovu,1973-04-03,F,mary.ndlovu446@mail.com,+263737621726,29121 Shannon Island,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,750.74,9008.88,GOOD,650,2,True,False,True,True
ZW-PH-6092690288,72-908875F56,Anesu,Russell,1950-07-16,M,anesu.russell585@yahoo.com,+263719098702,74741 Eric Spur Suite 903,Suite 213,Chinhoyi,MASHONALAND_WEST,Zimbabwe,MARRIED,RETIRED,204.82,2457.84,FAIR,620,18,True,True,True,True
ZW-PH-9413926935,91-726442G84,Tapiwa,Tshuma,1999-02-17,M,tapiwa.tshuma163@gmail.com,+263716364626,8044 Anthony Lodge Suite 883,,Masvingo,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,793.83,9525.96,GOOD,650,12,True,False,True,True
ZW-PH-4903952637,74-178264E47,Richard,Nyoni,1952-01-29,M,richard.nyoni359@yahoo.com,+263777700182,1210 Maria Forges,,Gweru,MIDLANDS,Zimbabwe,WIDOWED,RETIRED,438.54,5262.48,FAIR,590,0,True,False,True,True
ZW-PH-9242964848,52-112358Y58,Thabo,Marowa,1998-02-16,M,thabo.marowa461@mail.com,+263715069962,65199 Lowery Club,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,456.14,5473.68,GOOD,650,6,True,False,True,True
ZW-PH-4873334549,58-839447O94,Nkululeko,Johnson,1992-02-09,M,nkululeko.johnson922@outlook.com,+263783372211,72151 Sheri Causeway,Apt. 966,Gokwe,MIDLANDS,Zimbabwe,MARRIED,EMPLOYED,2052.54,24630.48,GOOD,650,4,True,False,True,True
ZW-PH-0098309379,97-676581K48,Tendai,Mutasa,1973-02-15,F,tendai.mutasa806@gmail.com,+263777467560,66253 Joshua Mission Apt. 099,,Chimanimani,MANICALAND,Zimbabwe,MARRIED,UNEMPLOYED,21.59,259.08,FAIR,620,4,True,True,True,True
ZW-PH-4540463303,60-566282D61,Zanele,Chikwava,1986-05-08,F,zanele.chikwava954@outlook.com,+263730084475,476 Brown Harbors,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,SINGLE,EMPLOYED,2045.37,24544.44,GOOD,650,0,True,False,True,True
ZW-PH-0519670393,89-841812Q90,Rumbidzai,Reyes,1948-06-04,F,rumbidzai.reyes676@mail.com,+263789023440,83806 Castillo Tunnel Suite 598,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,RETIRED,290.49,3485.88,FAIR,590,19,True,False,True,True
ZW-PH-9059963660,55-898801Y10,Christine,Mutamangira,1957-10-05,F,christine.mutamangira892@outlook.com,+263780520077,4205 Anthony Valleys Suite 078,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,RETIRED,758.89,9106.68,FAIR,590,1,True,False,True,True
ZW-PH-9165652487,95-126801A09,Tendai,Mpofu,1980-05-18,M,tendai.mpofu775@outlook.com,+263781596701,321 Diane Grove Apt. 396,,Mount Darwin,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,EMPLOYED,382.65,4591.80,GOOD,650,1,True,False,True,True
ZW-PH-5034498948,97-637966C57,Tsitsi,Mapfumo,2005-03-27,F,tsitsi.mapfumo234@yahoo.com,+263784744739,23955 Jade Knoll Apt. 937,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,SINGLE,STUDENT,270.81,3249.72,FAIR,550,5,True,False,True,True
ZW-PH-9034229840,63-031303J88,Christine,Ncube,1999-11-19,F,christine.ncube362@gmail.com,+263782474919,70103 Andrew Neck Apt. 593,,Rusape,MANICALAND,Zimbabwe,MARRIED,SELF_EMPLOYED,874.51,10494.12,GOOD,650,13,True,False,True,True
ZW-PH-5284405076,78-329699U99,Patricia,Zhou,2000-06-27,F,patricia.zhou726@yahoo.com,+263785531136,2500 Brenda Divide,,Bulawayo,BULAWAYO,Zimbabwe,SINGLE,EMPLOYED,1866.94,22403.28,FAIR,610,18,True,False,True,True
ZW-PH-2106704916,85-123965Z69,Sharon,Banda,1995-12-11,F,sharon.banda306@gmail.com,+263712085523,515 Willis Junction,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,EMPLOYED,1988.85,23866.20,GOOD,650,2,True,False,True,True
ZW-PH-9111703303,73-183043F38,Siphiwe,Chipanga,1991-01-21,F,siphiwe.chipanga66@mail.com,+263716370577,2267 Thompson Points Suite 392,,Hwange,MATABELELAND_NORTH,Zimbabwe,MARRIED,EMPLOYED,574.67,6896.04,GOOD,650,10,True,False,True,True
ZW-PH-0202430858,91-606640Y21,Christopher,Chipunza,1982-05-14,M,christopher.chipunza564@mail.com,+263775376074,4220 Rosales Trail Apt. 295,,Gweru,MIDLANDS,Zimbabwe,MARRIED,SELF_EMPLOYED,4099.67,49196.04,GOOD,730,1,True,True,True,True
ZW-PH-4628820088,57-644967G10,James,Mccall,1968-12-14,M,james.mccall370@outlook.com,+263717825786,917 Mark Club,,Chiredzi,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,1093.37,13120.44,GOOD,650,1,True,False,True,True
ZW-PH-1149991697,51-689933S90,Nothando,Gumede,1970-02-12,F,nothando.gumede921@gmail.com,+263782148040,5215 Smith Fords,Apt. 154,Bulawayo,BULAWAYO,Zimbabwe,DIVORCED,EMPLOYED,1572.5,18870.0,GOOD,650,0,True,False,True,True
ZW-PH-6890585777,54-330441A50,James,Mpofu,1992-09-10,M,james.mpofu241@yahoo.com,+263719877226,006 Oconnor Expressway,,Rusape,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,1482.12,17785.44,GOOD,650,6,True,False,True,True
ZW-PH-0586558171,73-432874R49,Richard,Magura,1977-07-31,M,richard.magura912@yahoo.com,+263716833478,6586 Maria Turnpike Apt. 271,,Chipinge,MANICALAND,Zimbabwe,MARRIED,SELF_EMPLOYED,1950.67,23408.04,GOOD,680,2,True,True,True,True
ZW-PH-1092485080,57-383958H57,Sarah,Mpofu,2000-08-16,F,sarah.mpofu508@gmail.com,+263712616778,0541 Matthew Lane,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,1523.57,18282.84,FAIR,610,6,True,False,True,True
ZW-PH-3970202860,77-696569P30,Tinashe,Sibanda,1991-09-13,M,tinashe.sibanda28@mail.com,+263738350663,181 Wheeler Ridges,,Shurugwi,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,1022.28,12267.36,GOOD,650,2,True,False,True,True
ZW-PH-4237613328,54-546396B21,Lindiwe,Mavhima,1958-05-15,F,lindiwe.mavhima204@gmail.com,+263731480646,062 Moore Courts Suite 336,,Hwange,MATABELELAND_NORTH,Zimbabwe,DIVORCED,RETIRED,375.64,4507.68,FAIR,620,7,True,True,True,True
ZW-PH-1655496510,73-614254C08,Rumbidzai,Ndlovu,1998-02-18,F,rumbidzai.ndlovu681@yahoo.com,+263784529100,443 Brandon Ports Suite 205,,Binga,MATABELELAND_NORTH,Zimbabwe,SINGLE,UNEMPLOYED,30.26,363.12,FAIR,590,2,True,False,True,True
ZW-PH-2204870693,62-642156Z06,Thandi,Sibanda,1958-05-04,F,thandi.sibanda961@outlook.com,+263778059527,1497 Collin Ford,,Bindura,MASHONALAND_CENTRAL,Zimbabwe,SINGLE,RETIRED,501.61,6019.32,FAIR,590,14,True,False,True,True
ZW-PH-3695606985,85-081633O69,Daniel,Mutamangira,1981-06-08,M,daniel.mutamangira481@yahoo.com,+263783533953,417 Kyle Locks,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,DIVORCED,EMPLOYED,755.08,9060.96,GOOD,650,4,True,False,True,True
ZW-PH-4255162989,99-616752O51,Sandra,Ruiz,1995-11-04,F,sandra.ruiz402@yahoo.com,+263786278164,86256 Lopez Cape Suite 774,,Kwekwe,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,970.5,11646.0,GOOD,650,5,True,False,True,True
ZW-PH-9722267932,80-431179B82,Siphiwe,Perez,1948-08-04,F,siphiwe.perez346@gmail.com,+263781074060,021 Elizabeth Valley Suite 938,,Gwanda,MATABELELAND_SOUTH,Zimbabwe,MARRIED,RETIRED,488.57,5862.84,FAIR,620,19,True,True,True,True
ZW-PH-5284753468,64-268920V35,Munyaradzi,Banda,1973-06-25,M,munyaradzi.banda24@mail.com,+263734284418,8687 Thomas Common,,Gokwe,MIDLANDS,Zimbabwe,SINGLE,EMPLOYED,1513.85,18166.20,GOOD,650,0,True,False,True,True
ZW-PH-1865889370,93-926483L30,Takudzwa,Banda,1957-10-16,M,takudzwa.banda162@mail.com,+263737902239,089 David Throughway Suite 223,Apt. 206,Bindura,MASHONALAND_CENTRAL,Zimbabwe,MARRIED,RETIRED,371.67,4460.04,FAIR,590,4,True,False,True,True
ZW-PH-1477192087,55-657887J59,Joseph,Shumba,1991-09-13,M,joseph.shumba547@yahoo.com,+263772817018,632 Flores Stream,,Bulawayo,BULAWAYO,Zimbabwe,SINGLE,EMPLOYED,1202.56,14430.72,GOOD,650,0,True,False,True,False
ZW-PH-2918100981,60-670304Z47,Tapiwa,Mapfumo,1978-02-15,M,tapiwa.mapfumo770@mail.com,+263738465758,68685 Stone Well,Apt. 998,Bulawayo,BULAWAYO,Zimbabwe,DIVORCED,EMPLOYED,1600.63,19207.56,GOOD,650,3,True,False,True,True
ZW-PH-6453549843,65-199237L84,Zanele,Chimombe,1996-04-22,F,zanele.chimombe909@mail.com,+263739216133,62299 Sara Port Apt. 485,,Chiredzi,MASVINGO,Zimbabwe,SINGLE,SELF_EMPLOYED,3789.19,45470.28,GOOD,700,0,True,False,True,True
ZW-PH-7162200141,72-620514P45,Tawanda,Khumalo,1960-05-10,M,tawanda.khumalo146@yahoo.com,+263719183776,6799 Johnson Harbor Suite 299,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,EMPLOYED,1371.87,16462.44,GOOD,650,2,True,False,True,True
ZW-PH-8429399058,57-048698I55,Rachel,Mushonga,1995-05-01,F,rachel.mushonga232@yahoo.com,+263786316752,65307 Prince Brooks Suite 444,,Chipinge,MANICALAND,Zimbabwe,DIVORCED,EMPLOYED,286.16,3433.92,GOOD,650,13,True,False,True,True
ZW-PH-2422835581,55-269679B48,Daniel,Nyathi,1947-01-06,M,daniel.nyathi603@mail.com,+263774933349,132 Mccann Mills Suite 469,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,RETIRED,150.99,1811.88,FAIR,590,2,True,False,True,True
ZW-PH-6148175422,86-013090B68,Daniel,Makoni,2002-05-07,M,daniel.makoni852@gmail.com,+263777884228,73678 Nicholson Passage,,Macheke,MASHONALAND_EAST,Zimbabwe,SINGLE,UNEMPLOYED,0.1,1.2,FAIR,580,2,True,True,False,True
ZW-PH-7863330883,65-470081O17,Tafadzwa,Chikwava,1947-08-26,M,tafadzwa.chikwava960@outlook.com,+263787657416,48628 Glenn Wells,,Marondera,MASHONALAND_EAST,Zimbabwe,MARRIED,RETIRED,666.54,7998.48,FAIR,590,9,True,False,True,True
ZW-PH-8523675589,76-083015P99,Siphiwe,Mhlanga,1999-11-14,F,siphiwe.mhlanga791@mail.com,+263774767830,30705 Joshua View,,Chimanimani,MANICALAND,Zimbabwe,MARRIED,SELF_EMPLOYED,3343.26,40119.12,GOOD,700,1,False,False,True,True
ZW-PH-3498285459,76-996235O28,Siphiwe,Dube,1946-07-15,F,siphiwe.dube245@mail.com,+263718653022,610 Nathan Ranch Suite 279,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,RETIRED,624.16,7489.92,FAIR,590,5,True,False,True,True
ZW-PH-6601199077,50-606901X71,Zanele,Dube,1971-01-18,F,zanele.dube556@outlook.com,+263786492109,2414 Paul Estates Apt. 333,,Rusape,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,1993.25,23919.00,GOOD,650,6,True,False,True,True
ZW-PH-1645697897,84-979697C13,Sharon,Mutamangira,1954-08-11,F,sharon.mutamangira218@mail.com,+263774960874,680 Thomas Curve Apt. 903,,Chinhoyi,MASHONALAND_WEST,Zimbabwe,MARRIED,RETIRED,560.96,6731.52,FAIR,620,2,True,True,True,True
ZW-PH-1969689289,50-980855D54,Sarah,Chiduku,2006-04-10,F,sarah.chiduku880@gmail.com,+263781876254,446 York Mount Suite 374,Suite 910,Makuti,MASHONALAND_WEST,Zimbabwe,SINGLE,STUDENT,1.12,13.44,FAIR,550,5,True,False,True,True
ZW-PH-5287094620,57-023812Z00,Nobuhle,Mavhima,2007-04-15,F,nobuhle.mavhima929@outlook.com,+263788558855,994 Cohen Orchard Apt. 545,,Bulawayo,BULAWAYO,Zimbabwe,DIVORCED,STUDENT,98.33,1179.96,FAIR,550,4,True,False,True,True
ZW-PH-6382194526,90-847178V59,Tapiwa,Rusere,1977-11-02,M,tapiwa.rusere217@mail.com,+263716857842,4328 Rachel Valley Suite 520,Suite 446,Mutare,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,565.26,6783.12,GOOD,650,2,True,False,True,True
ZW-PH-3935268131,95-097761G21,Rudo,Makoni,1946-03-16,F,rudo.makoni890@gmail.com,+263716780121,0993 Barber Forges Suite 584,,Kwekwe,MIDLANDS,Zimbabwe,MARRIED,RETIRED,262.11,3145.32,FAIR,590,0,True,False,True,True
ZW-PH-4176395612,76-122174Y55,Siyabonga,Chipanga,2004-12-20,M,siyabonga.chipanga226@mail.com,+263783228892,824 Thomas Streets,,Masvingo,MASVINGO,Zimbabwe,SINGLE,STUDENT,139.07,1668.84,FAIR,550,3,True,False,True,True
ZW-PH-1486504120,86-751451A36,Mandla,Matanga,1956-12-03,M,mandla.matanga601@outlook.com,+263735011372,825 Jeffrey Fork Suite 655,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,RETIRED,488.35,5860.20,FAIR,590,8,True,False,True,True
ZW-PH-8756706566,54-195722L02,Panashe,Makoni,1980-07-21,M,panashe.makoni96@gmail.com,+263731254232,471 Brown Roads Apt. 738,,Binga,MATABELELAND_NORTH,Zimbabwe,SINGLE,EMPLOYED,1499.87,17998.44,GOOD,650,3,True,False,True,True
ZW-PH-6826109403,97-060211X01,Tatenda,Mhlanga,2002-08-15,M,tatenda.mhlanga376@yahoo.com,+263771204607,684 Brown Walk,,Mutare,MANICALAND,Zimbabwe,SINGLE,UNEMPLOYED,13.88,166.56,FAIR,550,3,True,False,True,True
ZW-PH-5981692791,87-981955O46,Ropafadzo,Mapfumo,2004-02-10,F,ropafadzo.mapfumo792@mail.com,+263732227704,35697 Leslie Stravenue,,Binga,MATABELELAND_NORTH,Zimbabwe,SINGLE,EMPLOYED,1809.28,21711.36,FAIR,610,11,True,False,True,True
ZW-PH-2807776870,83-523114G17,Thabo,Mudzingwa,1952-01-14,M,thabo.mudzingwa698@yahoo.com,+263715607573,75250 Shannon Fords,,Bulawayo,BULAWAYO,Zimbabwe,DIVORCED,RETIRED,116.55,1398.60,FAIR,590,4,True,False,True,True
ZW-PH-3040502233,70-319672C51,Khulekani,Chiduku,1948-03-23,M,khulekani.chiduku322@gmail.com,+263732571826,271 Christina Roads,,Chimanimani,MANICALAND,Zimbabwe,MARRIED,EMPLOYED,1689.36,20272.32,GOOD,650,0,True,False,True,True
ZW-PH-1381550628,96-076024T56,Tatenda,Biti,1992-10-02,M,tatenda.biti951@gmail.com,+263717798510,6760 Amanda Street Suite 058,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,SINGLE,EMPLOYED,724.04,8688.48,GOOD,650,8,True,False,True,True
ZW-PH-3961932817,93-215674F08,Thandi,Nyathi,1995-10-20,F,thandi.nyathi842@gmail.com,+263773752370,03354 Curtis Parkway,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,1689.81,20277.72,GOOD,650,0,True,False,True,True
ZW-PH-9815581788,96-126582X94,Peter,Ncube,2002-09-01,M,peter.ncube214@yahoo.com,+263716326922,10447 Hamilton Spur Apt. 575,,Chitungwiza,HARARE,Zimbabwe,SINGLE,EMPLOYED,843.51,10122.12,FAIR,610,3,True,False,True,True
ZW-PH-8901711592,52-887996Q49,Lindiwe,Nyathi,2004-06-22,F,lindiwe.nyathi214@yahoo.com,+263730987750,60332 Jessica Radial,,Marondera,MASHONALAND_EAST,Zimbabwe,DIVORCED,STUDENT,72.33,867.96,FAIR,550,0,True,False,True,True
ZW-PH-2612230207,53-068865D52,Angela,Marowa,1945-07-12,F,angela.marowa965@yahoo.com,+263735301918,50648 Brittney Causeway,,Marondera,MASHONALAND_EAST,Zimbabwe,SINGLE,EMPLOYED,1155.68,13868.16,GOOD,650,2,True,False,True,True
ZW-PH-9723045416,94-074899B52,Chiedza,Stanley,1954-11-05,F,chiedza.stanley103@yahoo.com,+263733687360,16761 Wells Drives,,Ruwa,HARARE,Zimbabwe,MARRIED,EMPLOYED,976.23,11714.76,GOOD,650,7,True,False,True,True
ZW-PH-2597428455,69-289754G23,Richard,Shumba,1991-12-05,M,richard.shumba823@gmail.com,+263710646603,046 Elaine Groves,Apt. 618,Shurugwi,MIDLANDS,Zimbabwe,MARRIED,EMPLOYED,756.83,9081.96,GOOD,680,3,True,True,True,True
ZW-PH-7745906051,84-756515J05,Angela,Tshuma,1972-06-12,F,angela.tshuma302@yahoo.com,+263785789818,1173 Kimberly Village,,Masvingo,MASVINGO,Zimbabwe,MARRIED,EMPLOYED,1878.44,22541.28,GOOD,650,11,True,False,True,True
ZW-PH-5364273340,91-291878J88,Rudo,Mills,1966-09-24,F,rudo.mills416@yahoo.com,+263738116635,6420 Lozano Spurs,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,EMPLOYED,1491.82,17901.84,GOOD,650,2,False,False,True,False
ZW-PH-1932016880,75-527356B88,Mary,Ndlovu,1954-05-25,F,mary.ndlovu57@gmail.com,+263774208438,3001 Mary Skyway Suite 218,Apt. 143,Shurugwi,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,2056.63,24679.56,GOOD,650,0,True,False,True,True
ZW-PH-0774643016,91-417220P45,Tinashe,Chipanga,1989-06-14,M,tinashe.chipanga353@yahoo.com,+263731741486,4701 Morgan Walk Suite 556,,Beitbridge,MATABELELAND_SOUTH,Zimbabwe,MARRIED,SELF_EMPLOYED,1708.75,20505.00,GOOD,650,3,True,False,True,True
ZW-PH-5312062209,72-944942F60,Mary,Shumba,1973-12-23,F,mary.shumba560@mail.com,+263770172561,00225 Kline Road,Suite 155,Rusape,MANICALAND,Zimbabwe,SINGLE,EMPLOYED,666.13,7993.56,GOOD,650,1,True,False,True,True
ZW-PH-5387647828,84-114761F08,Mandla,Tshuma,2006-03-11,M,mandla.tshuma176@mail.com,+263718858115,66746 Marsh Run,,Kariba,MASHONALAND_WEST,Zimbabwe,SINGLE,STUDENT,85.43,1025.16,FAIR,550,8,True,False,True,True
ZW-PH-1966039964,93-914084M58,Siyabonga,Chimombe,2006-11-06,M,siyabonga.chimombe691@outlook.com,+263713050816,20216 Pham Springs,,Kariba,MASHONALAND_WEST,Zimbabwe,SINGLE,STUDENT,225.08,2700.96,FAIR,580,4,False,True,True,True
ZW-PH-8375662454,88-578919K79,Tawanda,Biti,1987-07-17,M,tawanda.biti306@yahoo.com,+263776595652,96590 Timothy Oval Apt. 670,,Makuti,MASHONALAND_WEST,Zimbabwe,MARRIED,EMPLOYED,1566.59,18799.08,GOOD,650,1,True,False,True,True
ZW-PH-6353162020,99-067646P31,Chenai,Mudzingwa,1950-08-07,F,chenai.mudzingwa810@gmail.com,+263735718354,5089 Tiffany Skyway,Suite 889,Chiredzi,MASVINGO,Zimbabwe,MARRIED,RETIRED,221.11,2653.32,FAIR,590,4,True,False,True,True
ZW-PH-4269177919,66-154318T26,Tendai,Mawere,1964-09-17,F,tendai.mawere349@gmail.com,+263776787829,3756 Mary Point,,Ruwa,MASHONALAND_EAST,Zimbabwe,MARRIED,EMPLOYED,487.1,5845.2,GOOD,650,2,True,False,True,True
ZW-PH-8951183270,75-306599R36,Panashe,Macheka,1952-05-21,M,panashe.macheka949@gmail.com,+263737220368,28772 Karen Islands,,Binga,MATABELELAND_NORTH,Zimbabwe,MARRIED,RETIRED,642.81,7713.72,FAIR,590,3,True,False,False,True
ZW-PH-5407142185,65-743069E66,Tatenda,Magura,1987-11-17,M,tatenda.magura713@gmail.com,+263712707135,4083 Powell Freeway,Apt. 779,Victoria Falls,MATABELELAND_NORTH,Zimbabwe,SINGLE,EMPLOYED,599.07,7188.84,GOOD,650,6,True,False,True,True
ZW-PH-0690900136,60-175982U35,Thabo,Mhlanga,1956-10-03,M,thabo.mhlanga991@gmail.com,+263787376119,77517 Curtis Loop Apt. 880,,Chiredzi,MASVINGO,Zimbabwe,MARRIED,SELF_EMPLOYED,4340.57,52086.84,GOOD,700,4,True,False,True,True
ZW-PH-4718979290,97-113853S67,Tawanda,Petersen,1967-03-10,M,tawanda.petersen659@outlook.com,+263774892464,837 Cox Center Apt. 758,,Makuti,MASHONALAND_WEST,Zimbabwe,DIVORCED,SELF_EMPLOYED,485.83,5829.96,GOOD,650,1,True,False,True,True
ZW-PH-1150108873,83-221740F74,Richard,Moyo,2004-02-24,M,richard.moyo496@outlook.com,+263716113429,571 Katherine Forges Apt. 554,,Harare,HARARE,Zimbabwe,SINGLE,EMPLOYED,2134.68,25616.16,FAIR,610,2,True,False,True,True
ZW-PH-9785392174,51-315567F97,Thomas,Gwaze,1996-09-17,M,thomas.gwaze720@outlook.com,+263786562521,102 Taylor Stravenue Suite 149,,Kwekwe,MIDLANDS,Zimbabwe,DIVORCED,EMPLOYED,603.76,7245.12,GOOD,650,6,True,False,True,True
ZW-PH-1870737851,88-884110B36,Panashe,Tshuma,1948-05-02,M,panashe.tshuma134@yahoo.com,+263737972781,16373 Rodriguez Mall,Apt. 917,Chipinge,MANICALAND,Zimbabwe,MARRIED,RETIRED,262.81,3153.72,FAIR,590,6,True,False,True,True
ZW-PH-8985907619,65-630879Y00,Thandi,Magura,1975-08-20,F,thandi.magura856@outlook.com,+263782305734,982 Smith Street Apt. 869,Suite 829,Marondera,MASHONALAND_EAST,Zimbabwe,DIVORCED,EMPLOYED,1772.27,21267.24,GOOD,650,5,True,False,True,True
ZW-PH-1906013754,93-509101E11,Khulekani,Chiduku,1990-06-02,M,khulekani.chiduku413@mail.com,+263734711761,216 Gordon Lights,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,EMPLOYED,330.38,3964.56,GOOD,650,20,True,False,True,True
ZW-PH-8933787097,98-710053Q13,Munyaradzi,Biti,1980-10-22,M,munyaradzi.biti718@yahoo.com,+263715315308,346 Waller Mission Apt. 269,,Bulawayo,BULAWAYO,Zimbabwe,MARRIED,EMPLOYED,1718.78,20625.36,GOOD,650,7,True,False,True,True
